username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
licia_kristin;07/11/2018 22:10;0;0;Akan tiba saatnya dimana aku harus berhenti mencintai seseorang bukan karen aku putus asa mencntaimu..;;;;1,06019E+18;https://twitter.com/licia_kristin/status/1060187806490779648;
mlhmfzn;07/11/2018 22:05;0;2;Ingin menyapa, ingin berkata, namun apalah daya karna bulan takan pernah berjumpa dengan matahari, disaat lelah untuk berlari, dan putus asa untuk mencari, ketika jarak yang tak cukup dihitung jari, dan dititik nol lah aku menepi. .0;;;;1,06019E+18;https://twitter.com/mlhmfzn/status/1060186429559435264;
nriskyalfandi;07/11/2018 22:03;0;0;@ Eve_JKT48 gak perlu takut walaupun w bukan oshi lu tapi w yakin lu bisa eve selamat memulai perjalanan baru jangan cepat putus asa ya inget kita semua ada disini buat eve asiikk bisa liat eve tadaima nih;;@;;1,06019E+18;https://twitter.com/nriskyalfandi/status/1060186021877272576;
GIGS_ID;07/11/2018 22:01;0;0;Putus asa adalah butanya pikiran untuk melihat jalan keluar yang masih bertebaran dimana-mana. dan menyerah yang akan membuka peluang orang lain mengambil kesuksesan kamu dengan mudah.;;;;1,06019E+18;https://twitter.com/GIGS_ID/status/1060185376902377472;
R_bhesar;07/11/2018 22:00;0;0;Anda boleh kecewa, tapi jangan putus asa. Anda boleh berkecil hati, tapi jangan putus harapan. Yakinlah semua akan menjadi baik pada waktunya.;;;;1,06019E+18;https://twitter.com/R_bhesar/status/1060185318987460609;
TWIBOT_ID;07/11/2018 22:00;0;0;Pantang menyerah adalah sifat alami, dan dilatih saat menghadapi situasi sulit. Putus asa adalah kegagalan dalam melatih sifat tadi.;;;;1,06019E+18;https://twitter.com/TWIBOT_ID/status/1060185286703894528;
Maha_Dhewa;07/11/2018 22:00;0;0;Jika anda putus asa, jangan memaksa untuk terus bergerak. tapi paksalah hati dan pikiran anda untuk menemukan tujuan baru.;;;;1,06019E+18;https://twitter.com/Maha_Dhewa/status/1060185186619469829;
sayidaticna;07/11/2018 21:51;0;0;Lu bayangin deh, sedih, hati tu bolong, kecewa, kesel, marah, putus asa, semuanya campur aduk Trs lo gabisa apa2, rasanya tuh pen nangis aja ampe sesek2an, tp selalu ketahan krn masalah hrs diselesein dulu;;;;1,06018E+18;https://twitter.com/sayidaticna/status/1060182953781714944;
EatSoto;07/11/2018 21:50;1;0;Dia lagi putus asa dgn hidupnya mom;;;;1,06018E+18;https://twitter.com/EatSoto/status/1060182686369607686;
Ghoz4ly;07/11/2018 21:49;0;0;Dah terlanjur putus asa q Nda;;;;1,06018E+18;https://twitter.com/Ghoz4ly/status/1060182536129781761;
lBlessing_Angel;07/11/2018 21:46;0;0;Jangan mudah menjadi kecewa , putus asa dan tertekan bila segala sesuatu hal tidak berjalan seperti yg kau inginkan / harapkan ,, teruslah berusaha , jangan terlalu mudah menyerah ,, siapa tahu tidak lama lagi engkau akan mendapatkan apa yang kau inginkan ... Selamat malam !;;;;1,06018E+18;https://twitter.com/lBlessing_Angel/status/1060181729707769858;
ArfahShawati96;07/11/2018 21:44;1;0;"Ayah selalu igtkn.....Mungkin nampak ringkas, tapi bermakna dan juga penguat semangat  yg penting jgn mudah putus asa "" aye aye captain .""";;;;1,06018E+18;https://twitter.com/ArfahShawati96/status/1060181269659574272;
burgerpurwo;07/11/2018 21:42;0;0;iPhone kalo udah masalah charger selalu gini. Putus asa make iPhone :(;;;;1,06018E+18;https://twitter.com/burgerpurwo/status/1060180699783716865;
Noyayaa;07/11/2018 21:38;0;0;"order gojek udah 8x dicancel. terakhir aku chat dengan putus asa. mas plis jangan di cancel lagi, kos saya tutup jam 10 mas kalo saya gapulang skrg saya mau tidur dimana mas:("" dicancel tetep.""";;;;1,06018E+18;https://twitter.com/Noyayaa/status/1060179597159854080;
sofiyahlailaa;07/11/2018 21:34;0;0;psikologi lepas, kedinasan juga lepas. dan saya tetatp tidak putus asa mencari universitas.. yeaaayyy *tepuk tangan untuk sofi*;;;;1,06018E+18;https://twitter.com/sofiyahlailaa/status/1060178805845712897;
slc_shownu;07/11/2018 21:33;0;0;"< omel Jungwoo lalu ia merasa putus asa tidak bisa mengobati. Pasalnya, Jungwoo tidak membawa obat krim khusus pereda nyeri. Aduh, aku tidak bawa krim obatnya pula. Masih bisa berjalan tidak?"" tanya Jungwoo lalu mendongak. Tak lama kemudian suata sirene helikopter >""";;;;1,06018E+18;https://twitter.com/slc_shownu/status/1060178508385665028;
AdelizerRIndo;07/11/2018 21:23;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Shieren;;;;1,06018E+18;https://twitter.com/AdelizerRIndo/status/1060175914460303361;
sriesasanti;07/11/2018 21:23;0;0;Kadang, ada hal hal yang hanya harus kita terima dan tidak pernah putus asa..;;;;1,06018E+18;https://twitter.com/sriesasanti/status/1060175902007382016;
hendriandpd;07/11/2018 21:14;0;0;Udah putus asa sm judulnya mbaa susah;;;;1,06017E+18;https://twitter.com/hendriandpd/status/1060173765500256256;
tedyhid;07/11/2018 21:14;0;0;Terlambat sudah menyesali dan meratapi semua ini, siap amunisi untuk menyelesaikan babak akhir ini. Pantang menyerah dan putus asa dalam kondisi apapun..;;;;1,06017E+18;https://twitter.com/tedyhid/status/1060173544338874368;
afrizalprastya;07/11/2018 21:10;0;0;frieskaJKT48 tetep semangat yah teh jangan pernah putus asa Ganbatte;;;;1,06017E+18;https://twitter.com/afrizalprastya/status/1060172768447086592;
khatul21;07/11/2018 21:06;0;0;Jangan putus asa kawan ku .;;;;1,06017E+18;https://twitter.com/khatul21/status/1060171736241463301;
azilaazmi97;07/11/2018 21:04;0;0;selalu je rasa putus asa https://twitter.com/izhqr_/status/1059721077511774208 …;;;;1,06017E+18;https://twitter.com/azilaazmi97/status/1060171058555154432;
akarliar;07/11/2018 21:02;0;1;Ada tulisan Bishr al-Hafi yg dikutip Thowil Akhyar menyebutkan bahwa putus asa adalah baik dan ibadah.;;;;1,06017E+18;https://twitter.com/akarliar/status/1060170742015250432;
ninailiyun;07/11/2018 21:00;0;5;Kenapa kau persulit hidupmu sendiri, Knp bersedih & putus asa? Jika lupa maka ingatlah kehidupan Nabi kita & renungkan. Ikuti nasihatnya & optimislah. Sampaikan kabar gembira & jgn menakut-nakuti orang. Biarkan hanya Allah dihatimu yg memiliki kekuatan tuk memudahkan kesulitanmu. pic.twitter.com/elcO8QrkHl;;;;1,06017E+18;https://twitter.com/ninailiyun/status/1060170239344750592;
AdelizerRIndo;07/11/2018 20:53;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Paulina;;;;1,06017E+18;https://twitter.com/AdelizerRIndo/status/1060168350595084295;
ahmed_rofiq;07/11/2018 20:48;0;1;"Zaman sekarang banyak yang putus asa kalau tidak dapat restu. Mereka tidak berjuang untuk berusaha dapat restu, namun di film ini justru Nathan tak pernah menyerah dan akhirnya happy ending ...seru saksikan di bioskop sekarang pic.twitter.com/ps5s4VWzsc""";;;;1,06017E+18;https://twitter.com/ahmed_rofiq/status/1060167076537483265;
fanyvers;07/11/2018 20:47;0;1;Semangat nder.. walaupun ku tak tau rupa, wujud, dan sejatinya dirimu, gak ada kata putus asa dalam hidup nder.. hidup cuman sebentar, gak boleh galau2.. harus semangat walau rintangan banyak whwhwhhw;;;;1,06017E+18;https://twitter.com/fanyvers/status/1060166806017470464;
jeosomi9;07/11/2018 20:47;0;0;AHAHAHAHAHAHA ga putus asa anjir gua cuma menghindari diri dari angka angka;;;;1,06017E+18;https://twitter.com/jeosomi9/status/1060166794080481281;
Zweenasg;07/11/2018 20:43;2;1;Satu perkara yang saya suka tentang Imtiyaz: Dia tak pernah putus asa nak memenangi hati Nur. # IsteriUntukDiSewa;;;#;1,06017E+18;https://twitter.com/Zweenasg/status/1060165809731919872;
selena_878;07/11/2018 20:38;0;1;Yes semuanya untuk anda, jangan putus asa;;;;1,06016E+18;https://twitter.com/selena_878/status/1060164712132837376;
hsnaqilh;07/11/2018 20:36;0;1;Hmm kalau mcam tu takpela. Kita akhiri perbincangan kita dgn tasbih kafarah dan surah al-'asr. # putusasa;;;#;1,06016E+18;https://twitter.com/hsnaqilh/status/1060164159868887040;
desykurr;07/11/2018 20:35;0;0;Kalo merasa lagi down, putus asa, ada baiknya coba naik krl di st. sudirman. Niscaya Anda akan mendapat dorongan dan motivasi dari netizen.;;;;1,06016E+18;https://twitter.com/desykurr/status/1060163828527259648;
dininyas;07/11/2018 20:34;0;0;Dulu aku punya istilah ‘berita putus asa’ (berita rilis) untuk listing ke korlip. Sepertinya sekarang pun masih berlaku istilah itu tapi dg kemasan yg berbeda;;;;1,06016E+18;https://twitter.com/dininyas/status/1060163688101859328;
miorabdullah1;07/11/2018 20:34;0;1;Smp rasa da putus harapan dan putus asa;;;;1,06016E+18;https://twitter.com/miorabdullah1/status/1060163544493129729;
maspras__;07/11/2018 20:33;0;0;Dari apa yang dilakukan A, bisa ditebak bahwa isi surat yang ia berikan berisi hal yang tidak menyenangkan untuk B. Bisa saja A putus asa terhadap sesuatu, lalu ia memberi surat kepada B (sebagai orang terdekatnya) yg menyatakan kalau A tidak ingin 'berlama-lama' lagi.;;;;1,06016E+18;https://twitter.com/maspras__/status/1060163446098915329;
sehatlah_wanita;07/11/2018 20:33;0;0;"Jangan PUTUS ASA saat menemui jalan sulit, Shirat (Jembatan) Mustaqim"" itu berada di atas NERAKA ,tapi menuju SYURGA""";;;;1,06016E+18;https://twitter.com/sehatlah_wanita/status/1060163432144502785;
khansamahardika;07/11/2018 20:33;0;0;Bukan nya aku menyerah atau putus asa , tetapi aku terlalu optimis dan cukup tahu bahwa susahnya mencari perhatianmu :);;;;1,06016E+18;https://twitter.com/khansamahardika/status/1060163328490663937;
hwnghjien;07/11/2018 20:30;0;0;Tapi td keliatan putus asa titik titiknya/?;;;;1,06016E+18;https://twitter.com/hwnghjien/status/1060162553383243776;
AdelizerRIndo;07/11/2018 20:23;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Fannie;;;;1,06016E+18;https://twitter.com/AdelizerRIndo/status/1060160823564263425;
hznarn_98;07/11/2018 20:20;11;30;"""Mungkin bukan rezeki aku hari ni. Mesti ada hikmahnya aku tak dpt sekarang. ""Jangan putus asa, teruslah berdoa dan usaha."" Apa yg Allah tetapkan itu pasti yg terbaik!. @ ahmad_haariss""";;@;;1,06016E+18;https://twitter.com/hznarn_98/status/1060159998406230017;
nilaverda;07/11/2018 20:16;4;1;"pernah berada di posisi; menyemangati saat kamu hampir putus asa memberi jalan keluar saat kamu bingung harus bagaimana tetap disampingmu saat kamu kira dunia menjauh. sebab inginku satu, setidaknya kamu tidak membenci apa yang sudah terjadi dan dirimu sendiri.";;;;1,06016E+18;https://twitter.com/nilaverda/status/1060159084794535938;
maspras__;07/11/2018 20:13;0;0;Kesan pertama yg muncul itu sedikit banyak terpengaruh oleh MV lagunya Roxette yang berjudul 'Anyone' karena kejadiannya mirip. Bedanya, di MV ini si 'tokoh' (seorang perempuan) yang putus asa, berusaha menghanyutkan dirinya ke laut.;;;;1,06016E+18;https://twitter.com/maspras__/status/1060158362074079237;
arenneta;07/11/2018 20:12;0;0;saya putus asa sjala apa sy mau beli baru sy ingt kereta kena servis lesen ada lgi 1k mau bayar hutang lagi;;;;1,06016E+18;https://twitter.com/arenneta/status/1060158001753939968;
qnan_zp;07/11/2018 20:12;0;0;jgnlah galau,jgnlah bersih, jganlah brkeluh kesha, jgnlah putus asa, jgnlah kecewa, hei kawan ingt masa dpan cerah telah menanti kalian dan akan myambut kalian.;;;;1,06016E+18;https://twitter.com/qnan_zp/status/1060157969654964224;
iskandar_hud;07/11/2018 20:11;0;0;Teruskan usaha anda jangan cepat putus asa boss;;;;1,06016E+18;https://twitter.com/iskandar_hud/status/1060157857197215744;
randyhambali;07/11/2018 20:11;0;0;halo.. halo halo... runaways, udah hampir putus asa nunggunya https://twitter.com/CenayangFilm/status/1060155736418738176 …;;;;1,06016E+18;https://twitter.com/randyhambali/status/1060157845268717568;
maspras__;07/11/2018 20:11;0;0;Lalu karena putus asa (saking sedihnya), dia memutuskan untuk mengakhiri hidupnya dengan melompat ke sungai. Kesan pertama saya thd puisi sangat ngaco;;;;1,06016E+18;https://twitter.com/maspras__/status/1060157689492193280;
defmulyaa;07/11/2018 20:10;0;0;jangan putus asa # 01JokowiLagi;;;#;1,06016E+18;https://twitter.com/defmulyaa/status/1060157479185723392;
soberclous;07/11/2018 20:06;1;0;Aku sudah bosan takut. Sudah bosan putus asa.;;;;1,06016E+18;https://twitter.com/soberclous/status/1060156545839689728;
marthachrisdian;07/11/2018 20:04;0;0;Semua tempat riset menolak aku dan tim karena alasan surat kami blm disposisi. Udah putus asa :( . Tapi tau tau aja di X (salah satu kontraktor yang aku risetin) aku nekat aja langsung ke divisi yang perlu aku risetin dan cobain aja dulu;;;;1,06016E+18;https://twitter.com/marthachrisdian/status/1060156116129083392;
rizki_nod;07/11/2018 20:02;0;0;Giliran gue sudah lelah dan mulai putus asa untuk merantau , doi berubah drastis:/;;;;1,06016E+18;https://twitter.com/rizki_nod/status/1060155462081867777;
primadita2204;07/11/2018 20:01;0;0;Jangan putus asa buat selalu berdoa bon;;;;1,06016E+18;https://twitter.com/primadita2204/status/1060155343165054976;
yooonski;07/11/2018 20:01;0;0;pertama, dagangannya laku. kedua, mrk jd tdk putus asa, krn di jaman skrg yg banyak toko modern, msh ada orang yg membeli dagangan mrk.;;;;1,06016E+18;https://twitter.com/yooonski/status/1060155334033989635;
lilaclullabys;07/11/2018 20:00;0;0;aku udh beberapa kali putus asa T.T Thank u so much;;;;1,06016E+18;https://twitter.com/lilaclullabys/status/1060155144266952705;
aswidhafm;07/11/2018 20:00;0;0;yup, genre music dan biography. dimana saya menonton # BohemianRhapsody yang menceritakan biografi dari Queen, terutama dari sisi kehidupan Freedy Mercury dan # AStarIsBorn yg menceritakan pemusik putus asa yg melahirkan bintang baru di dunia hiburan;;;# #;1,06015E+18;https://twitter.com/aswidhafm/status/1060154958782226433;
OwToTheZie;07/11/2018 20:00;0;1;Alaaaa! Kita suka tau respond dari kokjie!! Kokjie begitu positive buat kita taknak putus asa ngorat crush! Hahahahaha — Yaaasssss! https://curiouscat.me/OwToTheZie/post/700821728?t=1541595609 …;;;;1,06015E+18;https://twitter.com/OwToTheZie/status/1060154942621732864;
seojisoo94s;07/11/2018 19:59;0;0;Hmm.. Bikin aku makin penasaran sekaligus putus asa https://twitter.com/jeyhope_twt/status/1060154148329406464 …;;;;1,06015E+18;https://twitter.com/seojisoo94s/status/1060154738723803136;
sayangwonpil;07/11/2018 19:57;0;5;Congratulations @ spearbunny @ pureytehlani dm no kalian ya Yang belum menang maaf ya jangan putus asa semoga dilain kesempatan bisa menang. Sekali lagi makasih udah ikutan ga ini pic.twitter.com/6dETPu0Ttd;;@ @;;1,06015E+18;https://twitter.com/sayangwonpil/status/1060154356664692738;
wnyng;07/11/2018 19:55;0;0;Jangan putus asa dong eonn;;;;1,06015E+18;https://twitter.com/wnyng/status/1060153664445145089;
AdelizerRIndo;07/11/2018 19:53;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Kikies;;;;1,06015E+18;https://twitter.com/AdelizerRIndo/status/1060153238568165377;
ZVaditya;07/11/2018 19:45;0;0;Saat anda bersedih dan putus asa, tuhan adalah satu-satunya tempat terbaik untuk mengadu, dan musik akan semakin membuat anda lebih mudah merasakan kehadiranNya.;;;;1,06015E+18;https://twitter.com/ZVaditya/status/1060151226870853632;
Chairnisaa;07/11/2018 19:42;0;0;Ini feeling gua k-fansnya izone blm ikutan krn batas waktu votingnya jg panjang banget, smp akhir november kalo ga salah. Mgkin mereka menunggu timing dan lg ngerencanain boom vote, jd selama nunggu k-fansnya, kita selingin ngevote trs jgn putus asa. Kita liat smp akhir november;;;;1,06015E+18;https://twitter.com/Chairnisaa/status/1060150469618675712;
faayll;07/11/2018 19:42;0;0;Kisah Inspirasi dari Seorang Pramugari Tangguh yang Tak Kenal Putus Asa https://inspirasiku.id/kisah-inspirasi-dari-seorang-pramugari-tangguh-yang-tak-kenal-putus-asa/ …pic.twitter.com/9r5L0S4fF8;;;;1,06015E+18;https://twitter.com/faayll/status/1060150397652926464;
OwToTheZie;07/11/2018 19:39;0;0;Alamak maksudnya dah kena putus asa ke ni kojieeeeee — Hahahaha tak laaaaa ish! Ajak la jumpaaaa https://curiouscat.me/OwToTheZie/post/700799344?t=1541594350 …;;;;1,06015E+18;https://twitter.com/OwToTheZie/status/1060149661468626944;
akucintabakso;07/11/2018 19:38;0;0;bosan putus asa kesal semua jadi satu:'( sampe deact ig biar gak iri sama yang kuliah^^;;;;1,06015E+18;https://twitter.com/akucintabakso/status/1060149588609253376;
angelinanaibaho;07/11/2018 19:35;0;0;Lelah emang ghoz :( Tp kita harus tetap berusaha menjual diri Jangan menyerah Mari mengeluh tapi tidak putus asa;;;;1,06015E+18;https://twitter.com/angelinanaibaho/status/1060148726050648065;
Nurhanaf_;07/11/2018 19:31;0;0;"Dari berjuang di matra yg sama. Aku pulang kamu lanjut. Ku ingat pesanmu jangan pernah putus asa. Kamu menang karna kamu sudah berani mencoba !""""";;;;1,06015E+18;https://twitter.com/Nurhanaf_/status/1060147787348631553;
Bagus_hebat;07/11/2018 19:31;0;0;Jangan pernah merasa putus asa. Jangan katakan, “Mau apa lagi?” Masih banyak ide menunggu Untuk Anda gali dan aplikasikan. Kreatiflah!;;;;1,06015E+18;https://twitter.com/Bagus_hebat/status/1060147662031216641;
pandawa1799;07/11/2018 19:30;0;0;4.pelet bg yg putus asa dl cinta,tp ilmu hikmah trbaik mmpu mnyembuhkan luka&mnambah rasa cinta, http://bit.ly/1O6ydrC;;;;1,06015E+18;https://twitter.com/pandawa1799/status/1060147560633970688;
najib_fiqri;07/11/2018 19:30;3;5;Hahahahha tenuk tu acah x nak fall in love..padahal dia nak tunggu org lain masuk la tu..awal la pit jngn putus asa;;;;1,06015E+18;https://twitter.com/najib_fiqri/status/1060147391347609600;
inibajukuonline;07/11/2018 19:26;0;0;kita dibikin putus asa supaya tau rasanya berhasil sama kaya cinta, patah hati supaya tau bahagianya dicintai.;;;;1,06015E+18;https://twitter.com/inibajukuonline/status/1060146413139447808;
Brother_Abey85;07/11/2018 19:25;0;0;Mantabbb,,, ini bukan rejekinya pean jgn putus asa barangkali kedepannya rejekinya pean... insya Allah https://twitter.com/ShintiaRamdani/status/1060138426031210496 …;;;;1,06015E+18;https://twitter.com/Brother_Abey85/status/1060146175267860480;
terkhilaf;07/11/2018 19:25;0;1;jangan la smpai fikir ke situ..apa guna nya cita2 kalau awak x bole teruskan hidup putus asa nk ambik ubat,mcm awak sia2 kan perjuangan awak selama ni..awak kena kuat,jgn pandang semua benda sudut negatif..;;;;1,06015E+18;https://twitter.com/terkhilaf/status/1060146116279201793;
AdelizerRIndo;07/11/2018 19:23;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Livia;;;;1,06015E+18;https://twitter.com/AdelizerRIndo/status/1060145697138200581;
wisnu_gentong;07/11/2018 19:22;0;0;"cuman orang putus asa yang menyebut nama Tuhan - Mr. T"" yaaa benaar saya putus asa, daripada berulang kali menyebutnya lebih baik saya berusaha bukan?""";;;;1,06015E+18;https://twitter.com/wisnu_gentong/status/1060145427503181824;
_SonnyWakwaw;07/11/2018 19:20;0;0;tak mengenal putus asa adalah ciri kesuksesan;;;;1,06015E+18;https://twitter.com/_SonnyWakwaw/status/1060145068302991360;
detyaindrawann;07/11/2018 19:18;0;0;Sedih? Al Baqarah 25 Berdosa? Az Zumar 53 Tertekan? Ar Rad 28 Tidak dihargai? Al Insan 22 Putus asa? Yusuf 87 Kesusahan? Al Insyirah 5 Kecewa? Ali imran 139 Berharap? At Taubah 129 Centang dua biru? Mundur.;;;;1,06014E+18;https://twitter.com/detyaindrawann/status/1060144338519257088;
Irhamna64171850;07/11/2018 19:10;0;0;jangan pernah putus asa.. # 01JokowiLagi;;;#;1,06014E+18;https://twitter.com/Irhamna64171850/status/1060142462927200257;
lilaclullabys;07/11/2018 19:09;0;0;Aku sering putus asa itu;;;;1,06014E+18;https://twitter.com/lilaclullabys/status/1060142079005716480;
Black_Widower;07/11/2018 19:05;0;1;Sudah putus asa dia.. Bingung mau jawab apa..;;;;1,06014E+18;https://twitter.com/Black_Widower/status/1060141146968473600;
thesyakk;07/11/2018 19:03;0;0;Kau undurlah diri . Aku jarang putus asa HAHHAHAH;;;;1,06014E+18;https://twitter.com/thesyakk/status/1060140771083538434;
RealAfif;07/11/2018 19:03;0;0;sabar le. nk hbes dah . nnti dh kje . bru pikir kawin . xkn nk ckp kat anak. ibu dlu PUTUS ASA time buat fyp;;;;1,06014E+18;https://twitter.com/RealAfif/status/1060140667127574529;
boyfarabian;07/11/2018 19:03;124;122;Sedih? Al Baqarah 25 Berdosa? Az Zumar 53 Tertekan? Ar Rad 28 Tidak dihargai? Al Insan 22 Putus asa? Yusuf 87 Kesusahan? Al Insyirah 5 Kecewa? Ali imran 139 Berharap? At Taubah 129 Semua orang salah? Ngaca.;;;;1,06014E+18;https://twitter.com/boyfarabian/status/1060140592338919425;
onfire020812;07/11/2018 19:03;0;0;Ciri-ciri org yg naik Level adalah hidupnya terasa sulit bahkan bisa bikin putus asa... Maen game aja kalau levelnya tinggi jd sulitnya pol,,, pengen gampang ya turun aja ke level 1,… https://www.instagram.com/p/Bp4N-xOB3pw/?utm_source=ig_twitter_share&igshid=s8fmqc4eoj8p …;;;;1,06014E+18;https://twitter.com/onfire020812/status/1060140591953125382;
